CustomerID,ProjectID,QuoteReq,Client,ALocation,Astreet,Afloor,Acity,Astate,AZipCode,Acountry,Latency,ZLocation,Zstreet,Zfloor,Zcity,Zstate,ZZipCode,Zcountry,Product,Classification,Bandwidth,ContractLength,UniqueID
,,2018082001,PDT,"755 Secaucus Road Carrier MMR 
Secaucus, NJ",755 Secaucus Road Carrier MMR,,Secaucus,NJ,,,,"300 Boulevard East Carrier MMR 
Weehawken, NJ",300 Boulevard East Carrier MMR,,Weehawken,NJ,,,,,,12,
,,2018082001,PDT,"755 Secaucus Road Carrier MMR 
Secaucus, NJ",755 Secaucus Road Carrier MMR,,Secaucus,NJ,,,99us RTD,"300 Boulevard East Carrier MMR 
Weehawken, NJ",300 Boulevard East Carrier MMR,,Weehawken,NJ,,,,,,12,
,,2018082001,PDT,"755 Secaucus Road Carrier MMR 
Secaucus, NJ",755 Secaucus Road Carrier MMR,,Secaucus,NJ,,,,"300 Boulevard East Carrier MMR 
Weehawken, NJ",300 Boulevard East Carrier MMR,,Weehawken,NJ,,,,,,12,
,,2018082001,PDT,"755 Secaucus Road Carrier MMR 
Secaucus, NJ",755 Secaucus Road Carrier MMR,,Secaucus,NJ,,,390us RTD,"300 Boulevard East Carrier MMR 
Weehawken, NJ",300 Boulevard East Carrier MMR,,Weehawken,NJ,,,,,,12,
,,2018082001,PDT,"755 Secaucus Road Carrier MMR 
Secaucus, NJ",755 Secaucus Road Carrier MMR,,Secaucus,NJ,,,190us RTD,"300 Boulevard East Carrier MMR 
Weehawken, NJ",300 Boulevard East Carrier MMR,,Weehawken,NJ,,,,,,12,
,,2018082001,Morgan Stanley,"43881 Devin Shafron Drive
1st Floor POD 1 
Ashburn, VA, 20147",43881 Devin Shafron Drive,1st Floor POD 1,Ashburn,VA,20147,,6ms RTD,"665 Howard Avenue
2nd Floor POE 
Somerset, NJ, 20147",665 Howard Avenue,2nd Floor POE,Somerset,NJ,20147,,,,,12,
,,2018082001,Morgan Stanley,"43881 Devin Shafron Drive
1st Floor POD 1 
Ashburn, VA, 20147",43881 Devin Shafron Drive,1st Floor POD 1,Ashburn,VA,20147,,6ms RTD,"665 Howard Avenue
2nd Floor POE 
Somerset, NJ, 20147",665 Howard Avenue,2nd Floor POE,Somerset,NJ,20147,,,,,24,
,,2018082001,Morgan Stanley,"43881 Devin Shafron Drive
1st Floor POD 1 
Ashburn, VA, 20147",43881 Devin Shafron Drive,1st Floor POD 1,Ashburn,VA,20147,,5.61ms/ 6.51ms,"665 Howard Avenue
2nd Floor POE 
Somerset, NJ, 20147",665 Howard Avenue,2nd Floor POE,Somerset,NJ,20147,,,,,12,
,,2018082001,Morgan Stanley,"43881 Devin Shafron Drive
1st Floor POD 1 
Ashburn, VA, 20147",43881 Devin Shafron Drive,1st Floor POD 1,Ashburn,VA,20147,,5.61ms/ 6.51ms,"665 Howard Avenue
2nd Floor POE 
Somerset, NJ, 20147",665 Howard Avenue,2nd Floor POE,Somerset,NJ,20147,,,,,24,
,,2018082006,Morgan Stanley,"43881 Devin Shafron Drive
1st Floor POD 1 
Ashburn, VA, 20147",43881 Devin Shafron Drive,1st Floor POD 1,Ashburn,VA,20147,,6ms RTD,"365 South Randolphville Road
1st Floor POE 
Piscataway, NJ, 08854",365 South Randolphville Road,1st Floor POE,Piscataway,NJ,08854,,,,,12,
,,2018082006,Morgan Stanley,"43881 Devin Shafron Drive
1st Floor POD 1 
Ashburn, VA, 20147",43881 Devin Shafron Drive,1st Floor POD 1,Ashburn,VA,20147,,6ms RTD,"365 South Randolphville Road
1st Floor POE 
Piscataway, NJ, 08854",365 South Randolphville Road,1st Floor POE,Piscataway,NJ,08854,,,,,24,
,,2018082006,Morgan Stanley,"43881 Devin Shafron Drive
1st Floor POD 1 
Ashburn, VA, 20147",43881 Devin Shafron Drive,1st Floor POD 1,Ashburn,VA,20147,,5.61ms/ 6.51ms,"365 South Randolphville Road
1st Floor POE 
Piscataway, NJ, 08854",365 South Randolphville Road,1st Floor POE,Piscataway,NJ,08854,,,,,12,
,,2018082006,Morgan Stanley,"43881 Devin Shafron Drive
1st Floor POD 1 
Ashburn, VA, 20147",43881 Devin Shafron Drive,1st Floor POD 1,Ashburn,VA,20147,,5.61ms/ 6.51ms,"365 South Randolphville Road
1st Floor POE 
Piscataway, NJ, 08854",365 South Randolphville Road,1st Floor POE,Piscataway,NJ,08854,,,,,24,
,,2018082101,Alliance Bernstein,"53 State Street
Suite 3801 
Boston, MA, 02109",53 State Street,Suite 3801,Boston,MA,02109,,,,,,,,,,,,,12,
,,2018082101,Alliance Bernstein,"53 State Street
Suite 3801 
Boston, MA, 02109",53 State Street,Suite 3801,Boston,MA,02109,,,,,,,,,,,,,,
,,2018082101,Alliance Bernstein,"53 State Street
Suite 3801 
Boston, MA, 02109",53 State Street,Suite 3801,Boston,MA,02109,,,,,,,,,,,,,12,
,,2018082101,Alliance Bernstein,"53 State Street
Suite 3801 
Boston, MA, 02109",53 State Street,Suite 3801,Boston,MA,02109,,,,,,,,,,,,,12,
,,2018082101,Alliance Bernstein,"53 State Street
Suite 3801 
Boston, MA, 02109",53 State Street,Suite 3801,Boston,MA,02109,,,,,,,,,,,,,12,
,,2018082101,Alliance Bernstein,"53 State Street
Suite 3801 
Boston, MA, 02109",53 State Street,Suite 3801,Boston,MA,02109,,,,,,,,,,,,,12,
,,2018082101,Alliance Bernstein,", , , , , 
10M DIA 
Crown Castle",", , , , , ",10M DIA,Crown Castle,,,,,,,,,,,,,,,24,
,,2018082101,Alliance Bernstein,,,,,,,,,,,,,,,,,,,36,
,,2018082201,GTT/Thomson Reuters,"111 8th Avenue 
New York, NY",111 8th Avenue,,New York,NY,,,262μs,"165 Halsey Street  
Newark,  NJ",165 Halsey Street ,,Newark, NJ,,,,,,12,
,,2018082201,GTT/Thomson Reuters,"111 8th Avenue 
New York, NY",111 8th Avenue,,New York,NY,,,23.4ms,"350 E Cermak Road 
 Chicago, IL",350 E Cermak Road,, Chicago,IL,,,,,,12,
,,2018082201,GTT/Thomson Reuters,"111 8th Avenue 
New York, NY",111 8th Avenue,,New York,NY,,,16.1ms,"350 E Cermak Road 
 Chicago, IL",350 E Cermak Road,, Chicago,IL,,,,,,12,
,,2018082202,MS," 3111 DAHLIA WAY 
NAPLES,  FL, 34105", 3111 DAHLIA WAY,,NAPLES, FL,34105,,,,,,,,,,,,,12,
,,2018082202,MS,"3111 DAHLIA WAY 
NAPLES,  FL, 34105",3111 DAHLIA WAY,,NAPLES, FL,34105,,,,,,,,,,,,,12,
,,2018082301,Alliance Bernstein,"2 Buckingham Avenue 
Slough",2 Buckingham Avenue,,Slough,,,,,"Green Lane 
Hounslow, London, UK",Green Lane,,Hounslow,London,,UK,,,,12,
,,2018082301,Alliance Bernstein,"2 Buckingham Avenue 
Slough",2 Buckingham Avenue,,Slough,,,,,"Green Lane 
Hounslow, London, UK",Green Lane,,Hounslow,London,,UK,,,,24,
,,2018082301,Alliance Bernstein,"2 Buckingham Avenue 
Slough",2 Buckingham Avenue,,Slough,,,,,"Green Lane 
Hounslow, London, UK",Green Lane,,Hounslow,London,,UK,,,,36,
,,2018090401,AMR Capital,"90 Park Avenue
 5th Floor 
New York, NY",90 Park Avenue, 5th Floor,New York,NY,,,256us,"755 Secaucus Road 
Secaucus, NJ, 7094, USA",755 Secaucus Road,,Secaucus,NJ,7094,USA,,,,12,
,,2018090401,AMR Capital,"90 Park Avenue
 5th Floor 
New York, NY",90 Park Avenue, 5th Floor,New York,NY,,,256us,"755 Secaucus Road 
Secaucus, NJ, 7094, USA",755 Secaucus Road,,Secaucus,NJ,7094,USA,,,,24,
,,2018090401,AMR Capital,"90 Park Avenue
 5th Floor 
New York, NY",90 Park Avenue, 5th Floor,New York,NY,,,256us,"755 Secaucus Road 
Secaucus, NJ, 7094, USA",755 Secaucus Road,,Secaucus,NJ,7094,USA,,,,36,
,,2018090401,AMR Capital,"90 Park Avenue
 5th Floor 
New York, NY",90 Park Avenue, 5th Floor,New York,NY,,,256us,"755 Secaucus Road 
Secaucus, NJ, 7094, USA",755 Secaucus Road,,Secaucus,NJ,7094,USA,,,,12,
,,2018090401,AMR Capital,"90 Park Avenue
 5th Floor 
New York, NY",90 Park Avenue, 5th Floor,New York,NY,,,256us,"755 Secaucus Road 
Secaucus, NJ, 7094, USA",755 Secaucus Road,,Secaucus,NJ,7094,USA,,,,24,
,,2018090401,AMR Capital,"90 Park Avenue
 5th Floor 
New York, NY",90 Park Avenue, 5th Floor,New York,NY,,,256us,"755 Secaucus Road 
Secaucus, NJ, 7094, USA",755 Secaucus Road,,Secaucus,NJ,7094,USA,,,,36,
,,2018090402,AMR Capital,"90 Park Avenue
 5th Floor 
New York, NY",90 Park Avenue, 5th Floor,New York,NY,,,362us,"755 Secaucus Road 
Secaucus, NJ, 7094, USA",755 Secaucus Road,,Secaucus,NJ,7094,USA,,,,12,
,,2018090402,AMR Capital,"90 Park Avenue
 5th Floor 
New York, NY",90 Park Avenue, 5th Floor,New York,NY,,,362us,"755 Secaucus Road 
Secaucus, NJ, 7094, USA",755 Secaucus Road,,Secaucus,NJ,7094,USA,,,,24,
,,2018090402,AMR Capital,"90 Park Avenue
 5th Floor 
New York, NY",90 Park Avenue, 5th Floor,New York,NY,,,362us,"755 Secaucus Road 
Secaucus, NJ, 7094, USA",755 Secaucus Road,,Secaucus,NJ,7094,USA,,,,36,
,,2018090402,AMR Capital,"90 Park Avenue
 5th Floor 
New York, NY",90 Park Avenue, 5th Floor,New York,NY,,,N/A,"755 Secaucus Road 
Secaucus, NJ, 7094, USA",755 Secaucus Road,,Secaucus,NJ,7094,USA,,,,12,
,,2018090402,AMR Capital,"90 Park Avenue
 5th Floor 
New York, NY",90 Park Avenue, 5th Floor,New York,NY,,,N/A,"755 Secaucus Road 
Secaucus, NJ, 7094, USA",755 Secaucus Road,,Secaucus,NJ,7094,USA,,,,24,
,,2018090402,AMR Capital,"90 Park Avenue
 5th Floor 
New York, NY",90 Park Avenue, 5th Floor,New York,NY,,,N/A,"755 Secaucus Road 
Secaucus, NJ, 7094, USA",755 Secaucus Road,,Secaucus,NJ,7094,USA,,,,36,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,12,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,12,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,12,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,12,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,415us,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,12,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,409us,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,12,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,12,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,12,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,12,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,12,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,12,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,676us,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,12,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,12,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,24,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,24,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,24,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,24,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,415us,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,24,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,409us,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,24,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,24,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,24,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,24,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,24,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,24,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,676us,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,24,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"1700 MacArthur Boulevard 
Mahwah, NJ, 07430, USA",1700 MacArthur Boulevard,,Mahwah,NJ,07430,USA,,,,24,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"2905 Diehl Road 
Aurora, IL, 60502, USA",2905 Diehl Road,,Aurora,IL,60502,USA,,,,12,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"2905 Diehl Road 
Aurora, IL, 60502, USA",2905 Diehl Road,,Aurora,IL,60502,USA,,,,12,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"2905 Diehl Road 
Aurora, IL, 60502, USA",2905 Diehl Road,,Aurora,IL,60502,USA,,,,12,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"2905 Diehl Road 
Aurora, IL, 60502, USA",2905 Diehl Road,,Aurora,IL,60502,USA,,,,12,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"2905 Diehl Road 
Aurora, IL, 60502, USA",2905 Diehl Road,,Aurora,IL,60502,USA,,,,12,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"2905 Diehl Road 
Aurora, IL, 60502, USA",2905 Diehl Road,,Aurora,IL,60502,USA,,,,12,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"2905 Diehl Road 
Aurora, IL, 60502, USA",2905 Diehl Road,,Aurora,IL,60502,USA,,,,12,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"2905 Diehl Road 
Aurora, IL, 60502, USA",2905 Diehl Road,,Aurora,IL,60502,USA,,,,24,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"2905 Diehl Road 
Aurora, IL, 60502, USA",2905 Diehl Road,,Aurora,IL,60502,USA,,,,24,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"2905 Diehl Road 
Aurora, IL, 60502, USA",2905 Diehl Road,,Aurora,IL,60502,USA,,,,24,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"2905 Diehl Road 
Aurora, IL, 60502, USA",2905 Diehl Road,,Aurora,IL,60502,USA,,,,24,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"2905 Diehl Road 
Aurora, IL, 60502, USA",2905 Diehl Road,,Aurora,IL,60502,USA,,,,24,
,,2018090403,PDT,"1400 Federal Boulevard 
Carteret, NJ, 07008, USA",1400 Federal Boulevard,,Carteret,NJ,07008,USA,,"2905 Diehl Road 
Aurora, IL, 60502, USA",2905 Diehl Road,,Aurora,IL,60502,USA,,,,24,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,15.7ms,"350 E Cermak Road 
Chicago, IL, 60616, USA",350 E Cermak Road,,Chicago,IL,60616,USA,,,,12,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,,"350 E Cermak Road 
Chicago, IL, 60616, USA",350 E Cermak Road,,Chicago,IL,60616,USA,,,,12,
,,2018090403,PDT,"755 Secaucus Road 
Secaucus, NJ, 07094, USA",755 Secaucus Road,,Secaucus,NJ,07094,USA,,"350 E Cermak Road 
Chicago, IL, 60616, USA",350 E Cermak Road,,Chicago,IL,60616,USA,,,,12,
